Pfam	Header
PF12838	P56301|reviewed|Photosystem I iron-sulfur center|taxID:3077
PF12838	P57215|reviewed|Ion-translocating oxidoreductase complex subunit C|taxID:107806
PF12838	P57259|reviewed|NADH-quinone oxidoreductase subunit I|taxID:107806
PF12838	P58324|reviewed|Ion-translocating oxidoreductase complex subunit C|taxID:83334
PF12838	P69415|reviewed|Photosystem I iron-sulfur center|taxID:4565
PF12838	P71397|reviewed|Ion-translocating oxidoreductase complex subunit C|taxID:71421
PF12838	P80168|reviewed|Ferredoxin|taxID:499177
PF12838	P80909|reviewed|Ketoisovalerate oxidoreductase subunit VorC|taxID:79929
PF12838	P84626|reviewed|Heterodisulfide reductase subunit A-like protein|taxID:572546
PF12838	P96801|reviewed|CoB--CoM heterodisulfide reductase iron-sulfur subunit A 2|taxID:190192
PF12838	P9WJG8|reviewed|NADH-quinone oxidoreductase subunit I|taxID:83331
PF12838	P9WJG9|reviewed|NADH-quinone oxidoreductase subunit I|taxID:83332
PF12838	Q00236|reviewed|NAD(P)H-quinone oxidoreductase subunit I|taxID:1184
PF12838	Q01UN8|reviewed|NADH-quinone oxidoreductase subunit I 2|taxID:234267
PF12838	Q01ZR8|reviewed|NADH-quinone oxidoreductase subunit I 1|taxID:234267
PF12838	Q02ND6|reviewed|NADH-quinone oxidoreductase subunit I|taxID:208963
PF12838	Q057W8|reviewed|NADH-quinone oxidoreductase subunit I|taxID:372461
PF12838	Q06879|reviewed|Pyruvate-flavodoxin oxidoreductase|taxID:103690
PF12838	Q06FQ0|reviewed|NAD(P)H-quinone oxidoreductase subunit I, chloroplastic|taxID:4031
PF12838	Q06J47|reviewed|Photosystem I iron-sulfur center|taxID:227086
PF12838	Q06SI8|reviewed|Photosystem I iron-sulfur center|taxID:55999
PF12838	Q07NL5|reviewed|NADH-quinone oxidoreductase subunit I 2|taxID:316055
PF12838	Q07QW8|reviewed|NADH-quinone oxidoreductase subunit I 1|taxID:316055
PF12838	Q09MC2|reviewed|NAD(P)H-quinone oxidoreductase subunit I, chloroplastic|taxID:2711
PF12838	Q0A783|reviewed|NADH-quinone oxidoreductase subunit I|taxID:187272
PF12838	Q0AHJ2|reviewed|NADH-quinone oxidoreductase subunit I|taxID:335283
PF12838	Q0APY2|reviewed|NADH-quinone oxidoreductase subunit I|taxID:394221
PF12838	Q0BDD8|reviewed|NADH-quinone oxidoreductase subunit I|taxID:339670
PF12838	Q0BK59|reviewed|NADH-quinone oxidoreductase subunit I|taxID:393011
PF12838	Q0BSL0|reviewed|NADH-quinone oxidoreductase subunit I|taxID:391165
PF12838	Q0C1D6|reviewed|NADH-quinone oxidoreductase subunit I|taxID:228405
PF12838	Q0G9G5|reviewed|NAD(P)H-quinone oxidoreductase subunit I, chloroplastic|taxID:3415
PF12838	Q0G9Q8|reviewed|NAD(P)H-quinone oxidoreductase subunit I, chloroplastic|taxID:4039
PF12838	Q0I6W0|reviewed|NAD(P)H-quinone oxidoreductase subunit I|taxID:64471
PF12838	Q0IDV2|reviewed|Photosystem I iron-sulfur center|taxID:64471
PF12838	Q0KCS2|reviewed|NADH-quinone oxidoreductase subunit I|taxID:381666
PF12838	Q0MQI2|reviewed|NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial|taxID:9595
PF12838	Q0MQI3|reviewed|NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial|taxID:9598
PF12838	Q0P3P1|reviewed|Photosystem I iron-sulfur center|taxID:70448
PF12838	Q0P857|reviewed|NADH-quinone oxidoreductase subunit I|taxID:192222
PF12838	Q0RRW0|reviewed|NADH-quinone oxidoreductase subunit I|taxID:326424
PF12838	Q0S442|reviewed|NADH-quinone oxidoreductase subunit I|taxID:101510
PF12838	Q0T2K6|reviewed|NADH-quinone oxidoreductase subunit I|taxID:373384
PF12838	Q0T4E8|reviewed|Ion-translocating oxidoreductase complex subunit C|taxID:373384
PF12838	Q0TFG5|reviewed|NADH-quinone oxidoreductase subunit I|taxID:362663
PF12838	Q0THJ8|reviewed|Ion-translocating oxidoreductase complex subunit C|taxID:362663
PF12838	Q115G6|reviewed|NAD(P)H-quinone oxidoreductase subunit I|taxID:203124
PF12838	Q119B1|reviewed|Photosystem I iron-sulfur center|taxID:203124
PF12838	Q11JJ8|reviewed|NADH-quinone oxidoreductase subunit I|taxID:266779
PF12838	Q11VC0|reviewed|NADH-quinone oxidoreductase subunit I|taxID:269798
PF12838	Q127Y0|reviewed|NADH-quinone oxidoreductase subunit I|taxID:296591
PF12838	Q12XL7|reviewed|Acetyl-CoA decarbonylase/synthase complex subunit alpha|taxID:259564
PF12838	Q135Y4|reviewed|NADH-quinone oxidoreductase subunit I 2|taxID:316057
PF12838	Q13BG8|reviewed|NADH-quinone oxidoreductase subunit I 1|taxID:316057
PF12838	Q142G5|reviewed|NADH-quinone oxidoreductase subunit I|taxID:266265
PF12838	Q14K30|reviewed|NADH-quinone oxidoreductase subunit I|taxID:393115
PF12838	Q163R7|reviewed|NADH-quinone oxidoreductase subunit I|taxID:375451
PF12838	Q17Z60|reviewed|NADH-quinone oxidoreductase subunit I|taxID:382638
PF12838	Q19V57|reviewed|NAD(P)H-quinone oxidoreductase subunit I, chloroplastic|taxID:3144
PF12838	Q19V62|reviewed|Photosystem I iron-sulfur center|taxID:3144
PF12838	Q1ACE5|reviewed|NAD(P)H-quinone oxidoreductase subunit I, chloroplastic|taxID:55564
PF12838	Q1BBQ1|reviewed|NADH-quinone oxidoreductase subunit I|taxID:164756
PF12838	Q1BV21|reviewed|NADH-quinone oxidoreductase subunit I|taxID:331271
PF12838	Q1C6B6|reviewed|NADH-quinone oxidoreductase subunit I|taxID:360102
PF12838	Q1C7K3|reviewed|Ion-translocating oxidoreductase complex subunit C|taxID:360102
PF12838	Q1CHQ8|reviewed|NADH-quinone oxidoreductase subunit I|taxID:377628
PF12838	Q1CIY9|reviewed|Ion-translocating oxidoreductase complex subunit C|taxID:377628
PF12838	Q1CRZ3|reviewed|NADH-quinone oxidoreductase subunit I|taxID:357544
PF12838	Q1GIM9|reviewed|NADH-quinone oxidoreductase subunit I|taxID:292414
PF12838	Q1GTK7|reviewed|NADH-quinone oxidoreductase subunit I|taxID:317655
PF12838	Q1GZL7|reviewed|NADH-quinone oxidoreductase subunit I|taxID:265072
PF12838	Q1I7Z3|reviewed|NADH-quinone oxidoreductase subunit I|taxID:384676
PF12838	Q1IQK4|reviewed|NADH-quinone oxidoreductase subunit I 2|taxID:204669
PF12838	Q1IS57|reviewed|NADH-quinone oxidoreductase subunit I 1|taxID:204669
PF12838	Q1IZW5|reviewed|NADH-quinone oxidoreductase subunit I|taxID:319795
PF12838	Q1KVW1|reviewed|Photosystem I iron-sulfur center|taxID:3088
PF12838	Q1LPV5|reviewed|NADH-quinone oxidoreductase subunit I|taxID:266264
PF12838	Q1LT96|reviewed|NADH-quinone oxidoreductase subunit I|taxID:374463
PF12838	Q1MIK6|reviewed|NADH-quinone oxidoreductase subunit I|taxID:216596
PF12838	Q1QD90|reviewed|NADH-quinone oxidoreductase subunit I|taxID:335284
PF12838	Q1QL93|reviewed|NADH-quinone oxidoreductase subunit I|taxID:323097
PF12838	Q1QST9|reviewed|NADH-quinone oxidoreductase subunit I|taxID:290398
PF12838	Q1R9D6|reviewed|NADH-quinone oxidoreductase subunit I|taxID:364106
PF12838	Q1RBG7|reviewed|Ion-translocating oxidoreductase complex subunit C|taxID:364106
PF12838	Q1RKD0|reviewed|NADH-quinone oxidoreductase subunit I|taxID:336407
PF12838	Q20EY7|reviewed|Photosystem I iron-sulfur center|taxID:51324
PF12838	Q20Z46|reviewed|NADH-quinone oxidoreductase subunit I 2|taxID:316056
PF12838	Q215H2|reviewed|NADH-quinone oxidoreductase subunit I 1|taxID:316056
PF12838	Q21YB9|reviewed|NADH-quinone oxidoreductase subunit I|taxID:338969
PF12838	Q28T58|reviewed|NADH-quinone oxidoreductase subunit I|taxID:290400
PF12838	Q2A1F8|reviewed|NADH-quinone oxidoreductase subunit I|taxID:376619
PF12838	Q2FEI5|reviewed|Putative formate dehydrogenase SAUSA300_2258|taxID:367830
PF12838	Q2FVV9|reviewed|Putative formate dehydrogenase SAOUHSC_02582|taxID:93061
PF12838	Q2G5Z4|reviewed|NADH-quinone oxidoreductase subunit I|taxID:279238
PF12838	Q2GCV4|reviewed|NADH-quinone oxidoreductase subunit I|taxID:222891
PF12838	Q2GGD7|reviewed|NADH-quinone oxidoreductase subunit I|taxID:205920
PF12838	Q2GJS3|reviewed|NADH-quinone oxidoreductase subunit I|taxID:212042
PF12838	Q2IL14|reviewed|NADH-quinone oxidoreductase subunit I 2|taxID:290397
PF12838	Q2IWX5|reviewed|NADH-quinone oxidoreductase subunit I 2|taxID:316058
PF12838	Q2J0E6|reviewed|NADH-quinone oxidoreductase subunit I 1|taxID:316058
PF12838	Q2JFL2|reviewed|NADH-quinone oxidoreductase subunit I|taxID:106370
PF12838	Q2JHK4|reviewed|NAD(P)H-quinone oxidoreductase subunit I|taxID:321332
PF12838	Q2JNW5|reviewed|Photosystem I iron-sulfur center|taxID:321332
PF12838	Q2JWB4|reviewed|NAD(P)H-quinone oxidoreductase subunit I|taxID:321327
PF12838	Q2JWZ0|reviewed|Photosystem I iron-sulfur center|taxID:321327
PF12838	Q2K3T7|reviewed|NADH-quinone oxidoreductase subunit I 2|taxID:347834
PF12838	Q2K9S4|reviewed|NADH-quinone oxidoreductase subunit I 1|taxID:347834
PF12838	Q2KUZ8|reviewed|NADH-quinone oxidoreductase subunit I|taxID:360910
PF12838	Q2L959|reviewed|NAD(P)H-quinone oxidoreductase subunit I, chloroplastic|taxID:3635
PF12838	Q2NA74|reviewed|NADH-quinone oxidoreductase subunit I|taxID:314225
PF12838	Q2NSK6|reviewed|NADH-quinone oxidoreductase subunit I|taxID:343509
PF12838	Q2P0W3|reviewed|NADH-quinone oxidoreductase subunit I|taxID:342109
PF12838	Q2PMN6|reviewed|NAD(P)H-quinone oxidoreductase subunit I, chloroplastic|taxID:3847
PF12838	Q2RU32|reviewed|NADH-quinone oxidoreductase subunit I|taxID:269796
PF12838	Q2SZM7|reviewed|NADH-quinone oxidoreductase subunit I|taxID:271848
PF12838	Q2W3J2|reviewed|NADH-quinone oxidoreductase subunit I|taxID:342108
PF12838	Q2YA19|reviewed|NADH-quinone oxidoreductase subunit I 2|taxID:323848
PF12838	Q2YA98|reviewed|NADH-quinone oxidoreductase subunit I 1|taxID:323848
PF12838	Q2YNF5|reviewed|NADH-quinone oxidoreductase subunit I|taxID:359391
PF12838	Q2YYT1|reviewed|Putative formate dehydrogenase SAB2186c|taxID:273036
PF12838	Q30PI7|reviewed|NADH-quinone oxidoreductase subunit I|taxID:326298
PF12838	Q318D4|reviewed|Photosystem I iron-sulfur center|taxID:74546
PF12838	Q31D22|reviewed|NAD(P)H-quinone oxidoreductase subunit I|taxID:74546
PF12838	Q31HF2|reviewed|NADH-quinone oxidoreductase subunit I|taxID:317025
PF12838	Q31NJ5|reviewed|NAD(P)H-quinone oxidoreductase subunit I|taxID:1140
PF12838	Q31QV2|reviewed|Photosystem I iron-sulfur center|taxID:1140
PF12838	Q31YI0|reviewed|NADH-quinone oxidoreductase subunit I|taxID:300268
PF12838	Q320Y6|reviewed|Ion-translocating oxidoreductase complex subunit C|taxID:300268
PF12838	Q32DQ8|reviewed|NADH-quinone oxidoreductase subunit I|taxID:300267
PF12838	Q32FE4|reviewed|Ion-translocating oxidoreductase complex subunit C|taxID:300267
PF12838	Q32RK1|reviewed|NAD(P)H-quinone oxidoreductase subunit I, chloroplastic|taxID:35869
PF12838	Q32S03|reviewed|NAD(P)H-quinone oxidoreductase subunit I, chloroplastic|taxID:102822
PF12838	Q39EF3|reviewed|NADH-quinone oxidoreductase subunit I|taxID:482957
PF12838	Q39ZB4|reviewed|NADH-quinone oxidoreductase subunit I 1|taxID:269799
PF12838	Q3A820|reviewed|NADH-quinone oxidoreductase subunit I|taxID:338963
PF12838	Q3AC82|reviewed|NADH-quinone oxidoreductase subunit I|taxID:246194
PF12838	Q3AGY9|reviewed|NAD(P)H-quinone oxidoreductase subunit I|taxID:110662
PF12838	Q3ANC9|reviewed|Photosystem I iron-sulfur center|taxID:110662
PF12838	Q3B074|reviewed|NAD(P)H-quinone oxidoreductase subunit I|taxID:316279
PF12838	Q3B0I2|reviewed|Photosystem I iron-sulfur center|taxID:316279
PF12838	Q3BRN7|reviewed|NADH-quinone oxidoreductase subunit I|taxID:316273
PF12838	Q3J1Q2|reviewed|NADH-quinone oxidoreductase subunit I 2|taxID:272943
PF12838	Q3J3F0|reviewed|NADH-quinone oxidoreductase subunit I 1|taxID:272943
PF12838	Q3J836|reviewed|NADH-quinone oxidoreductase subunit I 2|taxID:323261
PF12838	Q3JC22|reviewed|NADH-quinone oxidoreductase subunit I 1|taxID:323261
PF12838	Q3JUA1|reviewed|NADH-quinone oxidoreductase subunit I|taxID:320372
PF12838	Q3KA56|reviewed|NADH-quinone oxidoreductase subunit I|taxID:205922
PF12838	Q3M8N0|reviewed|Pyruvate-flavodoxin oxidoreductase|taxID:240292
PF12838	Q3M9K8|reviewed|NAD(P)H-quinone oxidoreductase subunit I|taxID:240292
PF12838	Q3SJP9|reviewed|NADH-quinone oxidoreductase subunit I|taxID:292415
PF12838	Q3SRF2|reviewed|NADH-quinone oxidoreductase subunit I|taxID:323098
PF12838	Q3V4Y3|reviewed|Photosystem I iron-sulfur center|taxID:4465
PF12838	Q3YSA1|reviewed|NADH-quinone oxidoreductase subunit I|taxID:269484
PF12838	Q3YZS9|reviewed|NADH-quinone oxidoreductase subunit I|taxID:300269
PF12838	Q3Z1Y4|reviewed|Ion-translocating oxidoreductase complex subunit C|taxID:300269
PF12838	Q3ZJ03|reviewed|Photosystem I iron-sulfur center|taxID:160070
PF12838	Q46HL4|reviewed|NAD(P)H-quinone oxidoreductase subunit I|taxID:59920
PF12838	Q46IK4|reviewed|Photosystem I iron-sulfur center|taxID:59920
PF12838	Q473T5|reviewed|NADH-quinone oxidoreductase subunit I|taxID:264198
PF12838	Q47HG8|reviewed|NADH-quinone oxidoreductase subunit I|taxID:159087
PF12838	Q47LF2|reviewed|NADH-quinone oxidoreductase subunit I|taxID:269800
PF12838	Q48H47|reviewed|NADH-quinone oxidoreductase subunit I|taxID:264730
PF12838	Q492I3|reviewed|NADH-quinone oxidoreductase subunit I|taxID:291272
PF12838	Q49611|reviewed|Tungsten-containing formylmethanofuran dehydrogenase 2 subunit G|taxID:190192
PF12838	Q49ZN0|reviewed|Putative formate dehydrogenase SSP0601|taxID:342451
PF12838	Q4FM83|reviewed|NADH-quinone oxidoreductase subunit I|taxID:335992
PF12838	Q4FU57|reviewed|NADH-quinone oxidoreductase subunit I|taxID:259536
PF12838	Q4K9S9|reviewed|NADH-quinone oxidoreductase subunit I|taxID:220664
PF12838	Q4L8G8|reviewed|Putative formate dehydrogenase SH0748|taxID:279808
PF12838	Q4QJQ6|reviewed|Ion-translocating oxidoreductase complex subunit C|taxID:281310
PF12838	Q4QSC5|reviewed|NADH-quinone oxidoreductase subunit 9|taxID:29549
PF12838	Q4UK24|reviewed|NADH-quinone oxidoreductase subunit I|taxID:315456
PF12838	Q4UWB0|reviewed|NADH-quinone oxidoreductase subunit I|taxID:314565
PF12838	Q4ZRI6|reviewed|NADH-quinone oxidoreductase subunit I|taxID:205918
PF12838	Q53046|reviewed|Pyruvate-flavodoxin oxidoreductase|taxID:269796
PF12838	Q57617|reviewed|Acetyl-CoA decarbonylase/synthase complex subunit alpha|taxID:243232
PF12838	Q57DU3|reviewed|NADH-quinone oxidoreductase subunit I|taxID:262698
PF12838	Q57M35|reviewed|NADH-quinone oxidoreductase subunit I|taxID:321314
PF12838	Q57PI0|reviewed|Ion-translocating oxidoreductase complex subunit C|taxID:321314
PF12838	Q5F623|reviewed|NADH-quinone oxidoreductase subunit I|taxID:242231
PF12838	Q5FHN1|reviewed|NADH-quinone oxidoreductase subunit I|taxID:302409
PF12838	Q5GSG5|reviewed|NADH-quinone oxidoreductase subunit I|taxID:292805
PF12838	Q5GXU0|reviewed|NADH-quinone oxidoreductase subunit I|taxID:291331
PF12838	Q5HBF8|reviewed|NADH-quinone oxidoreductase subunit I|taxID:254945
PF12838	Q5HDP9|reviewed|Putative formate dehydrogenase SACOL2301|taxID:93062
PF12838	Q5HSM0|reviewed|NADH-quinone oxidoreductase subunit I|taxID:195099
PF12838	Q5LPS9|reviewed|NADH-quinone oxidoreductase subunit I|taxID:246200
PF12838	Q5N5L9|reviewed|NAD(P)H-quinone oxidoreductase subunit I|taxID:269084
PF12838	Q5NIM7|reviewed|NADH-quinone oxidoreductase subunit I|taxID:177416
PF12838	Q5P1E2|reviewed|NADH-quinone oxidoreductase subunit I|taxID:76114
PF12838	Q5PAK7|reviewed|NADH-quinone oxidoreductase subunit I|taxID:234826
PF12838	Q5PIB9|reviewed|Ion-translocating oxidoreductase complex subunit C|taxID:295319
PF12838	Q5PN58|reviewed|NADH-quinone oxidoreductase subunit I|taxID:295319
PF12838	Q5SCZ1|reviewed|NAD(P)H-quinone oxidoreductase subunit I, chloroplastic|taxID:37429
PF12838	Q5WT28|reviewed|NADH-quinone oxidoreductase subunit I|taxID:297245
PF12838	Q5X1B5|reviewed|NADH-quinone oxidoreductase subunit I|taxID:297246
PF12838	Q5ZRU6|reviewed|NADH-quinone oxidoreductase subunit I|taxID:272624
PF12838	Q608Y4|reviewed|NADH-quinone oxidoreductase subunit I|taxID:243233
PF12838	Q60HE3|reviewed|NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial|taxID:9541
PF12838	Q62IP3|reviewed|NADH-quinone oxidoreductase subunit I|taxID:243160
PF12838	Q63VM5|reviewed|NADH-quinone oxidoreductase subunit I|taxID:272560
PF12838	Q65U33|reviewed|Ion-translocating oxidoreductase complex subunit C|taxID:221988
PF12838	Q669A7|reviewed|NADH-quinone oxidoreductase subunit I|taxID:273123
PF12838	Q67KP1|reviewed|NADH-quinone oxidoreductase subunit I 2|taxID:292459
PF12838	Q67P14|reviewed|NADH-quinone oxidoreductase subunit I 1|taxID:292459
PF12838	Q68VV4|reviewed|NADH-quinone oxidoreductase subunit I|taxID:257363
PF12838	Q6A6G6|reviewed|NADH-quinone oxidoreductase subunit I|taxID:267747
PF12838	Q6D2S4|reviewed|NADH-quinone oxidoreductase subunit I|taxID:218491
PF12838	Q6D4W2|reviewed|Ion-translocating oxidoreductase complex subunit C|taxID:218491
PF12838	Q6ENA6|reviewed|Photosystem I iron-sulfur center|taxID:4536
PF12838	Q6ENP6|reviewed|Photosystem I iron-sulfur center|taxID:4547
PF12838	Q6EVZ6|reviewed|NAD(P)H-quinone oxidoreductase subunit I, chloroplastic|taxID:34301
PF12838	Q6FE64|reviewed|NADH-quinone oxidoreductase subunit I|taxID:62977
PF12838	Q6FZY3|reviewed|NADH-quinone oxidoreductase subunit I|taxID:283165
PF12838	Q6G396|reviewed|NADH-quinone oxidoreductase subunit I|taxID:283166
PF12838	Q6G711|reviewed|Putative formate dehydrogenase SAS2201|taxID:282459
PF12838	Q6GEC4|reviewed|Putative formate dehydrogenase SAR2393|taxID:282458
PF12838	Q6L3D9|reviewed|Photosystem I iron-sulfur center|taxID:15819
PF12838	Q6MDQ8|reviewed|NADH-quinone oxidoreductase subunit I|taxID:264201
PF12838	Q6MIR9|reviewed|NADH-quinone oxidoreductase subunit I|taxID:264462
PF12838	Q6N1Z5|reviewed|NADH-quinone oxidoreductase subunit I 2|taxID:258594
PF12838	Q6N5N2|reviewed|NADH-quinone oxidoreductase subunit I 1|taxID:258594
PF12838	Q6YXP9|reviewed|NAD(P)H-quinone oxidoreductase subunit I, chloroplastic|taxID:3218
PF12838	Q6YXQ2|reviewed|Photosystem I iron-sulfur center|taxID:3218
PF12838	Q70XW0|reviewed|NAD(P)H-quinone oxidoreductase subunit I, chloroplastic|taxID:13333
PF12838	Q72GD6|reviewed|NADH-quinone oxidoreductase subunit I|taxID:262724
PF12838	Q73GH4|reviewed|NADH-quinone oxidoreductase subunit I|taxID:163164
PF12838	Q73V07|reviewed|NADH-quinone oxidoreductase subunit I 2|taxID:262316
PF12838	Q744Z4|reviewed|NADH-quinone oxidoreductase subunit I 1|taxID:262316
PF12838	Q746T4|reviewed|NADH-quinone oxidoreductase subunit I 2|taxID:243231
PF12838	Q795Y4|reviewed|Putative formate dehydrogenase YrhE|taxID:224308
PF12838	Q7A057|reviewed|Putative formate dehydrogenase MW2229|taxID:196620
PF12838	Q7CJ89|reviewed|NADH-quinone oxidoreductase subunit I|taxID:632
PF12838	Q7CQ51|reviewed|NADH-quinone oxidoreductase subunit I|taxID:99287
PF12838	Q7DDS1|reviewed|NADH-quinone oxidoreductase subunit I|taxID:122586
PF12838	Q7MA42|reviewed|NADH-quinone oxidoreductase subunit I|taxID:273121
PF12838	Q7N2J4|reviewed|NADH-quinone oxidoreductase subunit I|taxID:243265
PF12838	Q7NMW1|reviewed|NAD(P)H-quinone oxidoreductase subunit I|taxID:251221
PF12838	Q7NZH3|reviewed|NADH-quinone oxidoreductase subunit I|taxID:243365
PF12838	Q7TUH1|reviewed|NAD(P)H-quinone oxidoreductase subunit I|taxID:59919
PF12838	Q7TUL5|reviewed|NAD(P)H-quinone oxidoreductase subunit I|taxID:74547
PF12838	Q7TX57|reviewed|NADH-quinone oxidoreductase subunit I|taxID:233413
PF12838	Q7U403|reviewed|NAD(P)H-quinone oxidoreductase subunit I|taxID:84588
PF12838	Q7UZQ1|reviewed|Photosystem I iron-sulfur center|taxID:59919
PF12838	Q7V4J7|reviewed|Photosystem I iron-sulfur center|taxID:74547
PF12838	Q7V9R1|reviewed|Photosystem I iron-sulfur center|taxID:167539
PF12838	Q7VE31|reviewed|NAD(P)H-quinone oxidoreductase subunit I|taxID:167539
PF12838	Q7VFT0|reviewed|NADH-quinone oxidoreductase subunit I|taxID:235279
PF12838	Q7VNT4|reviewed|Ion-translocating oxidoreductase complex subunit C|taxID:233412
PF12838	Q7VRV9|reviewed|NADH-quinone oxidoreductase subunit I|taxID:203907
PF12838	Q7VZP7|reviewed|NADH-quinone oxidoreductase subunit I|taxID:257313
PF12838	Q7W5B5|reviewed|NADH-quinone oxidoreductase subunit I|taxID:257311
PF12838	Q7WCU7|reviewed|NADH-quinone oxidoreductase subunit I|taxID:257310
PF12838	Q82DX3|reviewed|NADH-quinone oxidoreductase subunit I 1|taxID:227882
PF12838	Q82TV1|reviewed|NADH-quinone oxidoreductase subunit I|taxID:228410
PF12838	Q83BR3|reviewed|NADH-quinone oxidoreductase subunit I|taxID:227377
PF12838	Q83RB9|reviewed|Ion-translocating oxidoreductase complex subunit C|taxID:623
PF12838	Q85Y15|reviewed|NAD(P)H-quinone oxidoreductase subunit I, chloroplastic|taxID:42345
PF12838	Q87EP7|reviewed|NADH-quinone oxidoreductase subunit I|taxID:183190
PF12838	Q87ZQ2|reviewed|NADH-quinone oxidoreductase subunit I|taxID:223283
PF12838	Q88FH0|reviewed|NADH-quinone oxidoreductase subunit I|taxID:160488
PF12838	Q89AT9|reviewed|NADH-quinone oxidoreductase subunit I|taxID:224915
PF12838	Q89AW8|reviewed|Ion-translocating oxidoreductase complex subunit C|taxID:224915
PF12838	Q89KJ6|reviewed|NADH-quinone oxidoreductase subunit I|taxID:224911
PF12838	Q8DL31|reviewed|NAD(P)H-quinone oxidoreductase subunit I|taxID:197221
PF12838	Q8EI36|reviewed|NADH-quinone oxidoreductase subunit I|taxID:211586
PF12838	Q8FH95|reviewed|Ion-translocating oxidoreductase complex subunit C|taxID:199310
PF12838	Q8G1A9|reviewed|NADH-quinone oxidoreductase subunit I|taxID:204722
PF12838	Q8HVM1|reviewed|NAD(P)H-quinone oxidoreductase subunit I, chloroplastic|taxID:149453
PF12838	Q8K9Y0|reviewed|NADH-quinone oxidoreductase subunit I|taxID:198804
PF12838	Q8KX59|reviewed|NAD(P)H-quinone oxidoreductase subunit I|taxID:32049
PF12838	Q8M9T7|reviewed|NAD(P)H-quinone oxidoreductase subunit I, chloroplastic|taxID:96477
PF12838	Q8M9U0|reviewed|Photosystem I iron-sulfur center|taxID:96477
PF12838	Q8P7U0|reviewed|NADH-quinone oxidoreductase subunit I|taxID:190485
PF12838	Q8PJ48|reviewed|NADH-quinone oxidoreductase subunit I|taxID:190486
PF12838	Q8RQ74|reviewed|NADH-quinone oxidoreductase subunit I|taxID:294
PF12838	Q8TPT3|reviewed|L-aspartate semialdehyde sulfurtransferase iron-sulfur subunit|taxID:188937
PF12838	Q8TRZ4|reviewed|Acetyl-CoA decarbonylase/synthase complex subunit alpha 1|taxID:188937
PF12838	Q8TYP4|reviewed|CoB--CoM heterodisulfide reductase iron-sulfur subunit A 1|taxID:190192
PF12838	Q8UFW9|reviewed|NADH-quinone oxidoreductase subunit I|taxID:176299
PF12838	Q8WHX5|reviewed|NAD(P)H-quinone oxidoreductase subunit I, chloroplastic|taxID:3240
PF12838	Q8XFD5|reviewed|NADH-quinone oxidoreductase subunit I|taxID:90370
PF12838	Q8XXQ9|reviewed|NADH-quinone oxidoreductase subunit I|taxID:267608
PF12838	Q8YGK8|reviewed|NADH-quinone oxidoreductase subunit I|taxID:224914
PF12838	Q8ZPM2|reviewed|Ion-translocating oxidoreductase complex subunit C|taxID:99287
PF12838	Q92G94|reviewed|NADH-quinone oxidoreductase subunit I|taxID:272944
PF12838	Q92QP4|reviewed|NADH-quinone oxidoreductase subunit I 1|taxID:266834
PF12838	Q92YN8|reviewed|NADH-quinone oxidoreductase subunit I 2|taxID:266834
PF12838	Q931G2|reviewed|Putative formate dehydrogenase SAV2309|taxID:158878
PF12838	Q98KR4|reviewed|NADH-quinone oxidoreductase subunit I|taxID:266835
PF12838	Q99RW4|reviewed|Putative formate dehydrogenase SA2102|taxID:158879
PF12838	Q9A6Y4|reviewed|NADH-quinone oxidoreductase subunit I|taxID:190650
PF12838	Q9BBP0|reviewed|NAD(P)H-quinone oxidoreductase subunit I, chloroplastic|taxID:34305
PF12838	Q9CNP2|reviewed|Ion-translocating oxidoreductase complex subunit C|taxID:272843
PF12838	Q9HYB8|reviewed|Ion-translocating oxidoreductase complex subunit C|taxID:208964
PF12838	Q9I0J4|reviewed|NADH-quinone oxidoreductase subunit I|taxID:208964
PF12838	Q9JQM2|reviewed|NADH-quinone oxidoreductase subunit I|taxID:122587
PF12838	Q9KT88|reviewed|Ion-translocating oxidoreductase complex subunit C|taxID:243277
PF12838	Q9M3I7|reviewed|NAD(P)H-quinone oxidoreductase subunit I, chloroplastic|taxID:3562
PF12838	Q9MRI1|reviewed|Photosystem I iron-sulfur center|taxID:3382
PF12838	Q9MUL2|reviewed|NAD(P)H-quinone oxidoreductase subunit I, chloroplastic|taxID:41882
PF12838	Q9MUM9|reviewed|Photosystem I iron-sulfur center|taxID:41882
PF12838	Q9PGI7|reviewed|NADH-quinone oxidoreductase subunit I|taxID:160492
PF12838	Q9RU95|reviewed|NADH-quinone oxidoreductase subunit I|taxID:243230
PF12838	Q9TKV4|reviewed|NAD(P)H-quinone oxidoreductase subunit I, chloroplastic|taxID:31312
PF12838	Q9TKV9|reviewed|Photosystem I iron-sulfur center|taxID:31312
PF12838	Q9UZ57|reviewed|Indolepyruvate oxidoreductase subunit IorA|taxID:272844
PF12838	Q9WWM6|reviewed|NAD(P)H-quinone oxidoreductase subunit I|taxID:103690
PF12838	Q9XAR2|reviewed|NADH-quinone oxidoreductase subunit I 1|taxID:100226
PF12838	Q9ZCF8|reviewed|NADH-quinone oxidoreductase subunit I|taxID:272947
PF12838	Q9ZJV9|reviewed|NADH-quinone oxidoreductase subunit I|taxID:85963
PF12838	B1L993|reviewed|Archaeal-type glutamate synthase [NADPH]|taxID:126740
